PROJECT NAME : BUOYS - EIFFAGE;Day;;Time;Duration;;;;;;;;;
DEVICE NAME : VAGUE;AM;;: VAG;;;;;;;;;;
MEASUREMENT LOCATION :COU;EN;;LOCAT;#VALEUR!;;;;;;;;;
TIMEREF : 30 minutes;: ;;;;;;;;;;;;
TIMESTAMP : UTC time, acquisition start;;;;;;;;;;;;;
DIRECTION : FROM;;;;;;;;;;;;;
NORTH : Magnetique 0,00;;;;;;;;;;;;;
UTC datetime;Date;Month;Time;Duration;Hm0(m);Current;Current criteria;Wave criteria;Work criteria;Working time;Working time;Stby duration;
2022-05-29, 15:37;29;05;15:37;0:30;0,78;0,386;#REF!;0;#REF!;;;#REF!;
2022-05-29, 16:08;29;05;16:08;0:31;0,75;0,458;#REF!;0;#REF!;;;#REF!;
2022-05-29, 16:38;29;05;16:38;0:30;0,67;0,587;#REF!;0;#REF!;;;#REF!;
2022-05-29, 17:08;29;05;17:08;0:30;0,72;0,656;#REF!;0;#REF!;;;#REF!;
2022-05-29, 17:38;29;05;17:38;0:30;0,67;0,608;#REF!;0;#REF!;;;#REF!;
2022-05-29, 18:08;29;05;18:08;0:30;0,68;0,627;#REF!;0;#REF!;;;#REF!;
2022-05-29, 18:38;29;05;18:38;0:30;0,66;0,639;#REF!;0;#REF!;;;#REF!;
2022-05-29, 19:08;29;05;19:08;0:30;0,68;0,623;#REF!;0;#REF!;;;#REF!;
2022-05-29, 19:38;29;05;19:38;0:30;0,68;0,571;#REF!;0;#REF!;;;#REF!;
2022-05-29, 20:08;29;05;20:08;0:30;0,66;0,533;#REF!;0;#REF!;;;#REF!;
2022-05-29, 20:38;29;05;20:38;0:30;0,69;0,548;#REF!;0;#REF!;;;#REF!;
2022-05-29, 21:09;29;05;21:09;0:31;0,68;0,475;#REF!;0;#REF!;;;#REF!;
2022-05-29, 21:39;29;05;21:39;0:30;0,7;0,496;#REF!;0;#REF!;;;#REF!;
2022-05-29, 22:09;29;05;22:09;0:30;0,63;0,376;#REF!;0;#REF!;;;#REF!;
2022-05-29, 22:39;29;05;22:39;0:30;0,6;0,357;#REF!;0;#REF!;;;#REF!;
2022-05-29, 23:09;29;05;23:09;0:30;0,55;0,346;#REF!;0;#REF!;;;#REF!;
2022-05-29, 23:39;29;05;23:39;0:30;0,5;0,305;#REF!;0;#REF!;;;#REF!;
2022-05-30, 00:09;30;05;00:09;0:30;0,52;0,251;#REF!;0;#REF!;;;#REF!;
2022-05-30, 00:39;30;05;00:39;0:30;0,53;0,219;#REF!;0;#REF!;;;#REF!;
2022-05-30, 01:09;30;05;01:09;0:30;0,46;0,235;#REF!;0;#REF!;;;#REF!;
2022-05-30, 01:39;30;05;01:39;0:30;0,45;0,172;#REF!;0;#REF!;;;#REF!;
2022-05-30, 02:09;30;05;02:09;0:30;0,47;0,155;#REF!;0;#REF!;;;#REF!;
2022-05-30, 02:39;30;05;02:39;0:30;0,45;0,168;#REF!;0;#REF!;;;#REF!;
2022-05-30, 03:09;30;05;03:09;0:30;0,42;0,179;#REF!;0;#REF!;;;#REF!;
2022-05-30, 03:40;30;05;03:40;0:31;0,43;0,149;#REF!;0;#REF!;;;#REF!;
2022-05-30, 04:10;30;05;04:10;0:30;0,42;0,145;#REF!;0;#REF!;;;#REF!;
2022-05-30, 04:40;30;05;04:40;0:30;0,39;0,187;#REF!;0;#REF!;;;#REF!;
2022-05-30, 05:10;30;05;05:10;0:30;0,39;0,167;#REF!;0;#REF!;;;#REF!;
2022-05-30, 05:40;30;05;05:40;0:30;0,35;0,166;#REF!;0;#REF!;;;#REF!;
2022-05-30, 06:10;30;05;06:10;0:30;0,38;0,211;#REF!;0;#REF!;;;#REF!;
2022-05-30, 06:40;30;05;06:40;0:30;0,4;0,203;#REF!;0;#REF!;;;#REF!;
2022-05-30, 07:10;30;05;07:10;0:30;0,39;0,208;#REF!;0;#REF!;;;#REF!;
2022-05-30, 07:40;30;05;07:40;0:30;0,42;0,261;#REF!;0;#REF!;;;#REF!;
2022-05-30, 08:10;30;05;08:10;0:30;0,43;0,29;#REF!;0;#REF!;;;#REF!;
2022-05-30, 08:41;30;05;08:41;0:31;0,43;0,36;#REF!;0;#REF!;;;#REF!;
2022-05-30, 09:11;30;05;09:11;0:30;0,37;0,386;#REF!;0;#REF!;;;#REF!;
2022-05-30, 09:41;30;05;09:41;0:30;0,36;0,431;#REF!;0;#REF!;;;#REF!;
2022-05-30, 10:11;30;05;10:11;0:30;0,34;0,47;#REF!;0;#REF!;;;#REF!;
2022-05-30, 10:41;30;05;10:41;0:30;0,31;0,556;#REF!;0;#REF!;;;#REF!;
2022-05-30, 11:11;30;05;11:11;0:30;0,28;0,674;#REF!;0;#REF!;;;#REF!;
2022-05-30, 11:41;30;05;11:41;0:30;0,26;0,781;#REF!;0;#REF!;;;#REF!;
2022-05-30, 12:11;30;05;12:11;0:30;0,26;0,91;#REF!;0;#REF!;;;#REF!;
2022-05-30, 12:41;30;05;12:41;0:30;0,26;1;#REF!;0;#REF!;;;#REF!;
2022-05-30, 13:11;30;05;13:11;0:30;0,29;1,107;#REF!;0;#REF!;;;#REF!;
2022-05-30, 13:42;30;05;13:42;0:31;0,27;1,107;#REF!;0;#REF!;;;#REF!;
2022-05-30, 14:12;30;05;14:12;0:30;0,26;1,128;#REF!;0;#REF!;;;#REF!;
2022-05-30, 14:42;30;05;14:42;0:30;0,26;1,095;#REF!;0;#REF!;;;#REF!;
2022-05-30, 15:12;30;05;15:12;0:30;0,26;1,159;#REF!;0;#REF!;;;#REF!;
2022-05-30, 15:42;30;05;15:42;0:30;0,24;1,141;#REF!;0;#REF!;;;#REF!;
2022-05-30, 16:12;30;05;16:12;0:30;0,26;1,062;#REF!;0;#REF!;;;#REF!;
2022-05-30, 16:42;30;05;16:42;0:30;0,26;1,054;#REF!;0;#REF!;;;#REF!;
2022-05-30, 17:12;30;05;17:12;0:30;0,26;0,955;#REF!;0;#REF!;;;#REF!;
2022-05-30, 17:42;30;05;17:42;0:30;0,24;0,934;#REF!;0;#REF!;;;#REF!;
2022-05-30, 18:12;30;05;18:12;0:30;0,23;0,847;#REF!;0;#REF!;;;#REF!;
2022-05-30, 18:43;30;05;18:43;0:31;0,22;0,776;#REF!;0;#REF!;;;#REF!;
2022-05-30, 19:13;30;05;19:13;0:30;0,23;0,729;#REF!;0;#REF!;;;#REF!;
2022-05-30, 19:43;30;05;19:43;0:30;0,23;0,629;#REF!;0;#REF!;;;#REF!;
2022-05-30, 20:13;30;05;20:13;0:30;0,24;0,645;#REF!;0;#REF!;;;#REF!;
2022-05-30, 20:43;30;05;20:43;0:30;0,23;0,587;#REF!;0;#REF!;;;#REF!;
2022-05-30, 21:13;30;05;21:13;0:30;0,25;0,57;#REF!;0;#REF!;;;#REF!;
2022-05-30, 21:43;30;05;21:43;0:30;0,23;0,497;#REF!;0;#REF!;;;#REF!;
2022-05-30, 22:13;30;05;22:13;0:30;0,22;0,4;#REF!;0;#REF!;;;#REF!;
2022-05-30, 22:43;30;05;22:43;0:30;0,23;0,414;#REF!;0;#REF!;;;#REF!;
2022-05-30, 23:13;30;05;23:13;0:30;0,2;0,355;#REF!;0;#REF!;;;#REF!;
2022-05-30, 23:44;30;05;23:44;0:31;0,18;0,365;#REF!;0;#REF!;;;#REF!;
2022-05-31, 00:03;31;05;00:03;0:20;0,16;0,3;#REF!;0;#REF!;;;#REF!;
2022-05-31, 00:33;31;05;00:33;0:30;0,16;0,179;#REF!;0;#REF!;;;#REF!;
2022-05-31, 01:03;31;05;01:03;0:30;0,15;0,129;#REF!;0;#REF!;;;#REF!;
2022-05-31, 01:34;31;05;01:34;0:31;0,15;0,072;#REF!;0;#REF!;;;#REF!;
2022-05-31, 02:04;31;05;02:04;0:30;0,13;0,085;#REF!;0;#REF!;;;#REF!;
2022-05-31, 02:34;31;05;02:34;0:30;0,12;0,099;#REF!;0;#REF!;;;#REF!;
2022-05-31, 03:04;31;05;03:04;0:30;0,12;0,173;#REF!;0;#REF!;;;#REF!;
2022-05-31, 03:34;31;05;03:34;0:30;0,13;0,247;#REF!;0;#REF!;;;#REF!;
2022-05-31, 04:04;31;05;04:04;0:30;0,12;0,304;#REF!;0;#REF!;;;#REF!;
2022-05-31, 04:34;31;05;04:34;0:30;0,12;0,348;#REF!;0;#REF!;;;#REF!;
2022-05-31, 05:04;31;05;05:04;0:30;0,13;0,405;#REF!;0;#REF!;;;#REF!;
2022-05-31, 05:34;31;05;05:34;0:30;0,14;0,558;#REF!;0;#REF!;;;#REF!;
2022-05-31, 06:04;31;05;06:04;0:30;0,16;0,623;#REF!;0;#REF!;;;#REF!;
2022-05-31, 06:35;31;05;06:35;0:31;0,17;0,655;#REF!;0;#REF!;;;#REF!;
2022-05-31, 07:05;31;05;07:05;0:30;0,19;0,624;#REF!;0;#REF!;;;#REF!;
2022-05-31, 07:35;31;05;07:35;0:30;0,21;0,588;#REF!;0;#REF!;;;#REF!;
2022-05-31, 08:05;31;05;08:05;0:30;0,25;0,646;#REF!;0;#REF!;;;#REF!;
2022-05-31, 08:35;31;05;08:35;0:30;0,29;0,605;#REF!;0;#REF!;;;#REF!;
2022-05-31, 09:05;31;05;09:05;0:30;0,32;0,572;#REF!;0;#REF!;;;#REF!;
2022-05-31, 09:35;31;05;09:35;0:30;0,34;0,557;#REF!;0;#REF!;;;#REF!;
2022-05-31, 10:05;31;05;10:05;0:30;0,33;0,493;#REF!;0;#REF!;;;#REF!;
2022-05-31, 10:35;31;05;10:35;0:30;0,26;0,461;#REF!;0;#REF!;;;#REF!;
2022-05-31, 11:05;31;05;11:05;0:30;0,23;0,417;#REF!;0;#REF!;;;#REF!;
2022-05-31, 11:36;31;05;11:36;0:31;0,25;0,357;#REF!;0;#REF!;;;#REF!;
2022-05-31, 12:06;31;05;12:06;0:30;0,27;0,294;#REF!;0;#REF!;;;#REF!;
2022-05-31, 12:36;31;05;12:36;0:30;0,28;0,31;#REF!;0;#REF!;;;#REF!;
2022-05-31, 13:06;31;05;13:06;0:30;0,28;0,3;#REF!;0;#REF!;;;#REF!;
2022-05-31, 13:36;31;05;13:36;0:30;0,28;0,239;#REF!;0;#REF!;;;#REF!;
2022-05-31, 14:06;31;05;14:06;0:30;0,28;0,237;#REF!;0;#REF!;;;#REF!;
2022-05-31, 14:36;31;05;14:36;0:30;0,27;0,202;#REF!;0;#REF!;;;#REF!;
2022-05-31, 15:06;31;05;15:06;0:30;0,25;0,193;#REF!;0;#REF!;;;#REF!;
2022-05-31, 15:36;31;05;15:36;0:30;0,25;0,231;#REF!;0;#REF!;;;#REF!;
2022-05-31, 16:06;31;05;16:06;0:30;0,25;0,208;#REF!;0;#REF!;;;#REF!;
2022-05-31, 16:37;31;05;16:37;0:31;0,24;0,187;#REF!;0;#REF!;;;#REF!;
2022-05-31, 17:07;31;05;17:07;0:30;0,25;0,247;#REF!;0;#REF!;;;#REF!;
2022-05-31, 17:37;31;05;17:37;0:30;0,27;0,215;#REF!;0;#REF!;;;#REF!;
2022-05-31, 18:07;31;05;18:07;0:30;0,28;0,164;#REF!;0;#REF!;;;#REF!;
2022-05-31, 18:37;31;05;18:37;0:30;0,33;0,197;#REF!;0;#REF!;;;#REF!;
2022-05-31, 19:07;31;05;19:07;0:30;0,47;0,196;#REF!;0;#REF!;;;#REF!;
2022-05-31, 19:37;31;05;19:37;0:30;0,51;0,2;#REF!;0;#REF!;;;#REF!;
2022-05-31, 20:07;31;05;20:07;0:30;0,54;0,17;#REF!;0;#REF!;;;#REF!;
2022-05-31, 20:37;31;05;20:37;0:30;0,55;0,195;#REF!;0;#REF!;;;#REF!;
2022-05-31, 21:07;31;05;21:07;0:30;0,56;0,234;#REF!;0;#REF!;;;#REF!;
2022-05-31, 21:37;31;05;21:37;0:30;0,51;0,27;#REF!;0;#REF!;;;#REF!;
2022-05-31, 22:08;31;05;22:08;0:31;0,46;0,414;#REF!;0;#REF!;;;#REF!;
2022-05-31, 22:38;31;05;22:38;0:30;0,42;0,491;#REF!;0;#REF!;;;#REF!;
2022-05-31, 23:08;31;05;23:08;0:30;0,38;0,547;#REF!;0;#REF!;;;#REF!;
2022-05-31, 23:38;31;05;23:38;0:30;0,35;0,598;#REF!;0;#REF!;;;#REF!;
2022-06-01, 00:08;01;06;00:08;0:30;0,35;0,679;#REF!;0;#REF!;;;#REF!;
2022-06-01, 00:38;01;06;00:38;0:30;0,37;0,8;#REF!;0;#REF!;;;#REF!;
2022-06-01, 01:08;01;06;01:08;0:30;0,39;0,891;#REF!;0;#REF!;;;#REF!;
2022-06-01, 01:38;01;06;01:38;0:30;0,36;0,931;#REF!;0;#REF!;;;#REF!;
2022-06-01, 02:08;01;06;02:08;0:30;0,36;1,038;#REF!;0;#REF!;;;#REF!;
2022-06-01, 02:38;01;06;02:38;0:30;0,35;1,077;#REF!;0;#REF!;;;#REF!;
2022-06-01, 03:08;01;06;03:08;0:30;0,36;1,088;#REF!;0;#REF!;;;#REF!;
2022-06-01, 03:38;01;06;03:38;0:30;0,37;1,085;#REF!;0;#REF!;;;#REF!;
2022-06-01, 04:09;01;06;04:09;0:31;0,34;1,105;#REF!;0;#REF!;;;#REF!;
2022-06-01, 04:39;01;06;04:39;0:30;0,34;1,046;#REF!;0;#REF!;;;#REF!;
2022-06-01, 05:09;01;06;05:09;0:30;0,32;1,015;#REF!;0;#REF!;;;#REF!;
2022-06-01, 05:39;01;06;05:39;0:30;0,3;0,964;#REF!;0;#REF!;;;#REF!;
2022-06-01, 06:09;01;06;06:09;0:30;0,32;0,956;#REF!;0;#REF!;;;#REF!;
2022-06-01, 06:39;01;06;06:39;0:30;0,31;0,887;#REF!;0;#REF!;;;#REF!;
2022-06-01, 07:09;01;06;07:09;0:30;0,3;0,843;#REF!;0;#REF!;;;#REF!;
2022-06-01, 07:39;01;06;07:39;0:30;0,34;0,731;#REF!;0;#REF!;;;#REF!;
2022-06-01, 08:09;01;06;08:09;0:30;0,34;0,737;#REF!;0;#REF!;;;#REF!;
2022-06-01, 08:39;01;06;08:39;0:30;0,34;0,66;#REF!;0;#REF!;;;#REF!;
2022-06-01, 09:10;01;06;09:10;0:31;0,34;0,611;#REF!;0;#REF!;;;#REF!;
2022-06-01, 09:40;01;06;09:40;0:30;0,34;0,587;#REF!;0;#REF!;;;#REF!;
2022-06-01, 10:10;01;06;10:10;0:30;0,35;0,558;#REF!;0;#REF!;;;#REF!;
2022-06-01, 10:40;01;06;10:40;0:30;0,33;0,461;#REF!;0;#REF!;;;#REF!;
2022-06-01, 11:10;01;06;11:10;0:30;0,32;0,478;#REF!;0;#REF!;;;#REF!;
2022-06-01, 11:40;01;06;11:40;0:30;0,33;0,404;#REF!;0;#REF!;;;#REF!;
2022-06-01, 12:10;01;06;12:10;0:30;0,32;0,416;#REF!;0;#REF!;;;#REF!;
2022-06-01, 12:40;01;06;12:40;0:30;0,31;0,291;#REF!;0;#REF!;;;#REF!;
2022-06-01, 13:10;01;06;13:10;0:30;0,35;0,339;#REF!;0;#REF!;;;#REF!;
2022-06-01, 13:40;01;06;13:40;0:30;0,33;0,265;#REF!;0;#REF!;;;#REF!;
2022-06-01, 14:11;01;06;14:11;0:31;0,32;0,164;#REF!;0;#REF!;;;#REF!;
2022-06-01, 14:41;01;06;14:41;0:30;0,31;0,072;#REF!;0;#REF!;;;#REF!;
2022-06-01, 15:11;01;06;15:11;0:30;0,3;0,048;#REF!;0;#REF!;;;#REF!;
2022-06-01, 15:41;01;06;15:41;0:30;0,28;0,081;#REF!;0;#REF!;;;#REF!;
2022-06-01, 16:11;01;06;16:11;0:30;0,27;0,165;#REF!;0;#REF!;;;#REF!;
2022-06-01, 16:41;01;06;16:41;0:30;0,25;0,2;#REF!;0;#REF!;;;#REF!;
2022-06-01, 17:11;01;06;17:11;0:30;0,26;0,271;#REF!;0;#REF!;;;#REF!;
2022-06-01, 17:41;01;06;17:41;0:30;0,26;0,339;#REF!;0;#REF!;;;#REF!;
2022-06-01, 18:11;01;06;18:11;0:30;0,27;0,429;#REF!;0;#REF!;;;#REF!;
2022-06-01, 18:41;01;06;18:41;0:30;0,28;0,508;#REF!;0;#REF!;;;#REF!;
2022-06-01, 19:12;01;06;19:12;0:31;0,29;0,599;#REF!;0;#REF!;;;#REF!;
2022-06-01, 19:42;01;06;19:42;0:30;0,31;0,597;#REF!;0;#REF!;;;#REF!;
2022-06-01, 20:12;01;06;20:12;0:30;0,35;0,603;#REF!;0;#REF!;;;#REF!;
2022-06-01, 20:42;01;06;20:42;0:30;0,38;0,593;#REF!;0;#REF!;;;#REF!;
2022-06-01, 21:12;01;06;21:12;0:30;0,39;0,59;#REF!;0;#REF!;;;#REF!;
2022-06-01, 21:42;01;06;21:42;0:30;0,44;0,594;#REF!;0;#REF!;;;#REF!;
2022-06-01, 22:12;01;06;22:12;0:30;0,48;0,555;#REF!;0;#REF!;;;#REF!;
2022-06-01, 22:42;01;06;22:42;0:30;0,48;0,525;#REF!;0;#REF!;;;#REF!;
2022-06-01, 23:12;01;06;23:12;0:30;0,51;0,492;#REF!;0;#REF!;;;#REF!;
2022-06-01, 23:42;01;06;23:42;0:30;0,46;0,468;#REF!;0;#REF!;;;#REF!;
2022-06-02, 00:02;02;06;00:02;0:20;0,45;0,434;#REF!;0;#REF!;;;#REF!;
2022-06-02, 00:32;02;06;00:32;0:30;0,38;0,372;#REF!;0;#REF!;;;#REF!;
2022-06-02, 01:02;02;06;01:02;0:30;0,37;0,355;#REF!;0;#REF!;;;#REF!;
2022-06-02, 01:32;02;06;01:32;0:30;0,37;0,344;#REF!;0;#REF!;;;#REF!;
2022-06-02, 02:03;02;06;02:03;0:31;0,37;0,277;#REF!;0;#REF!;;;#REF!;
2022-06-02, 02:33;02;06;02:33;0:30;0,4;0,227;#REF!;0;#REF!;;;#REF!;
2022-06-02, 03:03;02;06;03:03;0:30;0,39;0,228;#REF!;0;#REF!;;;#REF!;
2022-06-02, 03:33;02;06;03:33;0:30;0,37;0,186;#REF!;0;#REF!;;;#REF!;
2022-06-02, 04:03;02;06;04:03;0:30;0,39;0,174;#REF!;0;#REF!;;;#REF!;
2022-06-02, 04:33;02;06;04:33;0:30;0,34;0,15;#REF!;0;#REF!;;;#REF!;
2022-06-02, 05:03;02;06;05:03;0:30;0,35;0,172;#REF!;0;#REF!;;;#REF!;
2022-06-02, 05:33;02;06;05:33;0:30;0,38;0,144;#REF!;0;#REF!;;;#REF!;
2022-06-02, 06:03;02;06;06:03;0:30;0,37;0,186;#REF!;0;#REF!;;;#REF!;
2022-06-02, 06:33;02;06;06:33;0:30;0,39;0,209;#REF!;0;#REF!;;;#REF!;
2022-06-02, 07:04;02;06;07:04;0:31;0,4;0,218;#REF!;0;#REF!;;;#REF!;
2022-06-02, 07:34;02;06;07:34;0:30;0,35;0,239;#REF!;0;#REF!;;;#REF!;
2022-06-02, 08:04;02;06;08:04;0:30;0,4;0,221;#REF!;0;#REF!;;;#REF!;
2022-06-02, 08:34;02;06;08:34;0:30;0,45;0,258;#REF!;0;#REF!;;;#REF!;
2022-06-02, 09:04;02;06;09:04;0:30;0,47;0,258;#REF!;0;#REF!;;;#REF!;
2022-06-02, 09:34;02;06;09:34;0:30;0,46;0,251;#REF!;0;#REF!;;;#REF!;
2022-06-02, 10:04;02;06;10:04;0:30;0,5;0,338;#REF!;0;#REF!;;;#REF!;
2022-06-02, 10:34;02;06;10:34;0:30;0,47;0,352;#REF!;0;#REF!;;;#REF!;
2022-06-02, 11:04;02;06;11:04;0:30;0,46;0,416;#REF!;0;#REF!;;;#REF!;
2022-06-02, 11:34;02;06;11:34;0:30;0,46;0,436;#REF!;0;#REF!;;;#REF!;
2022-06-02, 12:05;02;06;12:05;0:31;0,53;0,479;#REF!;0;#REF!;;;#REF!;
2022-06-02, 12:35;02;06;12:35;0:30;0,53;0,559;#REF!;0;#REF!;;;#REF!;
2022-06-02, 13:05;02;06;13:05;0:30;0,58;0,667;#REF!;0;#REF!;;;#REF!;
2022-06-02, 13:35;02;06;13:35;0:30;0,69;0,742;#REF!;0;#REF!;;;#REF!;
2022-06-02, 14:05;02;06;14:05;0:30;0,75;0,846;#REF!;0;#REF!;;;#REF!;
2022-06-02, 14:35;02;06;14:35;0:30;0,98;0,942;#REF!;0;#REF!;;;#REF!;
2022-06-02, 15:05;02;06;15:05;0:30;0,84;1,001;#REF!;0;#REF!;;;#REF!;
2022-06-02, 15:35;02;06;15:35;0:30;0,95;1,024;#REF!;0;#REF!;;;#REF!;
2022-06-02, 16:05;02;06;16:05;0:30;0,98;1,043;#REF!;0;#REF!;;;#REF!;
2022-06-02, 16:35;02;06;16:35;0:30;1,07;1,033;#REF!;1;#REF!;;;#REF!;
2022-06-02, 17:06;02;06;17:06;0:31;1,07;1,04;#REF!;1;#REF!;;;#REF!;
2022-06-02, 17:36;02;06;17:36;0:30;1;1,123;#REF!;1;#REF!;;;#REF!;
2022-06-02, 18:06;02;06;18:06;0:30;0,98;1,035;#REF!;0;#REF!;;;#REF!;
2022-06-02, 18:36;02;06;18:36;0:30;0,95;1,01;#REF!;0;#REF!;;;#REF!;
2022-06-02, 19:06;02;06;19:06;0:30;0,97;0,962;#REF!;0;#REF!;;;#REF!;
2022-06-02, 19:36;02;06;19:36;0:30;0,8;0,866;#REF!;0;#REF!;;;#REF!;
2022-06-02, 20:06;02;06;20:06;0:30;0,77;0,808;#REF!;0;#REF!;;;#REF!;
2022-06-02, 20:36;02;06;20:36;0:30;0,78;0,74;#REF!;0;#REF!;;;#REF!;
2022-06-02, 21:06;02;06;21:06;0:30;0,84;0,669;#REF!;0;#REF!;;;#REF!;
2022-06-02, 21:36;02;06;21:36;0:30;0,78;0,666;#REF!;0;#REF!;;;#REF!;
2022-06-02, 22:07;02;06;22:07;0:31;0,81;0,608;#REF!;0;#REF!;;;#REF!;
2022-06-02, 22:37;02;06;22:37;0:30;0,75;0,548;#REF!;0;#REF!;;;#REF!;
2022-06-02, 23:07;02;06;23:07;0:30;0,72;0,548;#REF!;0;#REF!;;;#REF!;
2022-06-02, 23:37;02;06;23:37;0:30;0,67;0,493;#REF!;0;#REF!;;;#REF!;
2022-06-03, 00:07;03;06;00:07;0:30;0,62;0,518;#REF!;0;#REF!;;;#REF!;
2022-06-03, 00:37;03;06;00:37;0:30;0,57;0,446;#REF!;0;#REF!;;;#REF!;
2022-06-03, 01:07;03;06;01:07;0:30;0,56;0,433;#REF!;0;#REF!;;;#REF!;
2022-06-03, 01:37;03;06;01:37;0:30;0,55;0,346;#REF!;0;#REF!;;;#REF!;
2022-06-03, 02:07;03;06;02:07;0:30;0,52;0,317;#REF!;0;#REF!;;;#REF!;
2022-06-03, 02:37;03;06;02:37;0:30;0,52;0,282;#REF!;0;#REF!;;;#REF!;
2022-06-03, 03:07;03;06;03:07;0:30;0,53;0,207;#REF!;0;#REF!;;;#REF!;
2022-06-03, 03:37;03;06;03:37;0:30;0,46;0,173;#REF!;0;#REF!;;;#REF!;
2022-06-03, 04:07;03;06;04:07;0:30;0,49;0,174;#REF!;0;#REF!;;;#REF!;
2022-06-03, 04:38;03;06;04:38;0:31;0,51;0,071;#REF!;0;#REF!;;;#REF!;
2022-06-03, 05:08;03;06;05:08;0:30;0,55;0,084;#REF!;0;#REF!;;;#REF!;
2022-06-03, 05:38;03;06;05:38;0:30;0,51;0,158;#REF!;0;#REF!;;;#REF!;
2022-06-03, 06:08;03;06;06:08;0:30;0,52;0,217;#REF!;0;#REF!;;;#REF!;
2022-06-03, 06:38;03;06;06:38;0:30;0,53;0,3;#REF!;0;#REF!;;;#REF!;
2022-06-03, 07:08;03;06;07:08;0:30;0,53;0,391;#REF!;0;#REF!;;;#REF!;
2022-06-03, 07:38;03;06;07:38;0:30;0,46;0,469;#REF!;0;#REF!;;;#REF!;
2022-06-03, 08:08;03;06;08:08;0:30;0,46;0,471;#REF!;0;#REF!;;;#REF!;
2022-06-03, 08:38;03;06;08:38;0:30;0,49;0,648;#REF!;0;#REF!;;;#REF!;
2022-06-03, 09:08;03;06;09:08;0:30;0,46;0,665;#REF!;0;#REF!;;;#REF!;
2022-06-03, 09:39;03;06;09:39;0:31;0,49;0,63;#REF!;0;#REF!;;;#REF!;
2022-06-03, 10:09;03;06;10:09;0:30;0,52;0,605;#REF!;0;#REF!;;;#REF!;
2022-06-03, 10:39;03;06;10:39;0:30;0,53;0,609;#REF!;0;#REF!;;;#REF!;
2022-06-03, 11:09;03;06;11:09;0:30;0,57;0,6;#REF!;0;#REF!;;;#REF!;
2022-06-03, 11:39;03;06;11:39;0:30;0,54;0,563;#REF!;0;#REF!;;;#REF!;
2022-06-03, 12:09;03;06;12:09;0:30;0,46;0,484;#REF!;0;#REF!;;;#REF!;
2022-06-03, 12:39;03;06;12:39;0:30;0,49;0,512;#REF!;0;#REF!;;;#REF!;
2022-06-03, 13:39;03;06;13:39;1:00;0,42;0,447;#REF!;0;#REF!;;;#REF!;
2022-06-03, 14:09;03;06;14:09;0:30;0,44;0,425;#REF!;0;#REF!;;;#REF!;
2022-06-03, 14:40;03;06;14:40;0:31;0,44;0,377;#REF!;0;#REF!;;;#REF!;
2022-06-03, 15:10;03;06;15:10;0:30;0,43;0,296;#REF!;0;#REF!;;;#REF!;
2022-06-03, 15:40;03;06;15:40;0:30;0,41;0,263;#REF!;0;#REF!;;;#REF!;
2022-06-03, 16:10;03;06;16:10;0:30;0,38;0,21;#REF!;0;#REF!;;;#REF!;
2022-06-03, 16:40;03;06;16:40;0:30;0,37;0,217;#REF!;0;#REF!;;;#REF!;
2022-06-03, 17:10;03;06;17:10;0:30;0,35;0,181;#REF!;0;#REF!;;;#REF!;
2022-06-03, 17:40;03;06;17:40;0:30;0,37;0,195;#REF!;0;#REF!;;;#REF!;
2022-06-03, 18:10;03;06;18:10;0:30;0,37;0,169;#REF!;0;#REF!;;;#REF!;
2022-06-03, 18:40;03;06;18:40;0:30;0,37;0,169;#REF!;0;#REF!;;;#REF!;
2022-06-03, 19:10;03;06;19:10;0:30;0,41;0,164;#REF!;0;#REF!;;;#REF!;
2022-06-03, 19:41;03;06;19:41;0:31;0,46;0,164;#REF!;0;#REF!;;;#REF!;
2022-06-03, 20:11;03;06;20:11;0:30;0,49;0,14;#REF!;0;#REF!;;;#REF!;
2022-06-03, 20:41;03;06;20:41;0:30;0,49;0,147;#REF!;0;#REF!;;;#REF!;
2022-06-03, 21:11;03;06;21:11;0:30;0,6;0,074;#REF!;0;#REF!;;;#REF!;
2022-06-03, 21:41;03;06;21:41;0:30;0,69;0,148;#REF!;0;#REF!;;;#REF!;
2022-06-03, 22:11;03;06;22:11;0:30;0,74;0,09;#REF!;0;#REF!;;;#REF!;
2022-06-03, 22:41;03;06;22:41;0:30;0,7;0,069;#REF!;0;#REF!;;;#REF!;
2022-06-03, 23:11;03;06;23:11;0:30;0,75;0,105;#REF!;0;#REF!;;;#REF!;
2022-06-03, 23:41;03;06;23:41;0:30;0,71;0,135;#REF!;0;#REF!;;;#REF!;
2022-06-04, 00:01;04;06;00:01;0:20;0,68;0,149;#REF!;0;#REF!;;;#REF!;
2022-06-04, 00:31;04;06;00:31;0:30;0,71;0,211;#REF!;0;#REF!;;;#REF!;
2022-06-04, 01:01;04;06;01:01;0:30;0,74;0,264;#REF!;0;#REF!;;;#REF!;
2022-06-04, 01:31;04;06;01:31;0:30;0,76;0,291;#REF!;0;#REF!;;;#REF!;
2022-06-04, 02:01;04;06;02:01;0:30;0,76;0,382;#REF!;0;#REF!;;;#REF!;
2022-06-04, 02:32;04;06;02:32;0:31;0,68;0,447;#REF!;0;#REF!;;;#REF!;
2022-06-04, 03:02;04;06;03:02;0:30;0,83;0,581;#REF!;0;#REF!;;;#REF!;
